REGION,COUNTRY,PNET ID,Partner Tier,GSI (Y/N),High Touch (Y/N),Veritas Partners,Stakeholder type,"Areas of Support
",Activity type,"Activity 
Date
DD/MM/YYYY",Notes category,Notes (free text)
Greater China,0,0,0,0,N,Veritas GCR,Veritas regional team,Regional Reporting,Emails,7/6/2021,General,Email weekly report. Send Wally Veritas GCR partner opt-in contacts.
Greater China,China,66004,Gold,No,Y,Beijing Teamsun Technology Co Ltd,Partner,Non Marketing,Call/Chat Messaging,7/7/2021,General,Inform partner to issue fapiao and validate partner's email address
Greater China,China,15245,Platinum,No,Y,"Beijing Com&Lan Tech. Corp., Ltd",Partner,Non Marketing,Call/Chat Messaging,7/7/2021,General,Inform partner to issue fapiao
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,Non Marketing,Call/Chat Messaging,7/7/2021,General,Inform partner to issue fapiao
Greater China,China,19536,Platinum,No,Y,Shanghai Nanyang Wanbang Software Tech. Co Ltd,Partner,Non Marketing,Call/Chat Messaging,7/7/2021,General,Inform partner to issue fapiao
Greater China,China,37563,Gold,No,Y,Systex Group(China)Ltd.,Partner,Non Marketing,Call/Chat Messaging,7/7/2021,General,Inform partner to issue fapiao. Approve partner issued fapiao.
Greater China,China,36521791,Silver,No,Y,"THE JINAN CHINA CENTURY INFORMATION TECHNOLOGY CO.,LTD",Partner,Non Marketing,Call/Chat Messaging,7/7/2021,General,Inform partner to issue fapiao. Approve partner issued fapiao.
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,7/8/2021,General,Guide partner to check claim payment status in Oracle
Greater China,China,36519351,Silver,No,Y,"BEIJING HHTY TECHNOLOGY CO.,LTD.",Partner,VPDF Planning,Call/Chat Messaging,7/8/2021,General,Sync up with partner on JD shop VPDF marketing activity
Greater China,0,0,0,0,N,Veritas GCR,Veritas regional team,PRM related activities,Call/Chat Messaging,7/9/2021,General,Clarify on FY21Q4 exchange rate issue with Xuxin
Greater China,0,0,0,0,N,Veritas GCR,Veritas regional team,Regional Reporting,Webex/MS Teams,7/9/2021,General,Weekly sync up with Wally
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,7/9/2021,General,Clarify partner's inquiry on Claim ID 510387
Greater China,0,0,0,0,N,Veritas GCR,Veritas regional team,PRM related activities,Call/Chat Messaging,7/9/2021,General,Liaise FY21Q3 DDF planning with Daisy
Greater China,0,0,0,0,N,Veritas GCR,Veritas regional team,Marketing Campaigns,Call/Chat Messaging,7/9/2021,General,Sync up with Anrui agency on Wechat social account update
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,7/12/2021,General,Clarify partner's inquiry on Claim ID 510480
Greater China,China,36519351,Silver,No,Y,"BEIJING HHTY TECHNOLOGY CO.,LTD.",Partner,VPDF Planning,Emails,7/12/2021,General,Sync up with partner on JD shop VPDF marketing activity
Greater China,0,0,0,0,N,Veritas GCR,Veritas regional team,PRM related activities,Emails,7/12/2021,General,Send weekly activity status update
Greater China,0,0,0,0,N,Veritas GCR,Veritas regional team,VPDF Planning,Webex/MS Teams,7/13/2021,General,Sync up call with Daisy on FY21Q3 DDF marketing plan
Greater China,China,50751,Platinum,No,Y,Systex Rainbow Tech Inc,Veritas regional team,PRM related activities,Call/Chat Messaging,7/13/2021,General,Liaise on partner FY21Q3 activity submission
Greater China,China,66004,Gold,No,Y,Beijing Teamsun Technology Co Ltd,Partner,PRM related activities,Call/Chat Messaging,7/13/2021,General,Liaise on partner FY21Q3 activity submission
Greater China,0,0,0,0,N,Veritas GCR,Veritas regional team,Regional Reporting,Emails,7/13/2021,General,Send out weekly report
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,7/14/2021,General,Clarify partner's inquiry on claim material preparation
Greater China,Hong Kong,69554,Distribution Partner,No,Y,Systex Information (HK) Ltd.,Veritas regional team,VPDF Planning,Emails,7/14/2021,General,Follow up with Fiona on request discretionary funds for FH activity
Greater China,China,19536,Platinum,No,Y,Shanghai Nanyang Wanbang Software Tech. Co Ltd,Partner,Non Marketing,Emails,7/15/2021,General,Approve partner issued fapiao
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Partner,PRM related activities,Call/Chat Messaging,7/15/2021,General,Liaise on claim submission
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,Non Marketing,Call/Chat Messaging,7/15/2021,General,Remind partner to issue fapiao
Greater China,China,15245,Platinum,No,Y,"Beijing Com&Lan Tech. Corp., Ltd",Partner,Non Marketing,Call/Chat Messaging,7/15/2021,General,Remind partner to issue fapiao
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Veritas regional team,PRM related activities,Call/Chat Messaging,7/15/2021,General,Liaise with PSM Shan Xi to utilize FY21Q3 funds for partner
Greater China,0,0,0,0,N,Veritas GCR,Veritas regional team,PRM related activities,Emails,7/15/2021,General,Follow up with Alfred and Fiona on disti MB deal reg issue. Send guide in SC for David and Daisy to share with Distis
HQ,0,0,0,0,N,Veritas APJ,IT team,Marketing Campaigns,Call/Chat Messaging,7/15/2021,General,Follow up on asset sharing tool update
Greater China,0,0,0,0,N,Veritas GCR,Veritas regional team,PRM related activities,Emails,7/15/2021,General,Liaise with GCR translation team to translate Sales Play deck
Greater China,0,0,0,0,N,Veritas GCR,Veritas regional team,Regional Reporting,Webex/MS Teams,7/16/2021,General,Weekly sync up with Wally and Alfred
Greater China,0,0,0,0,N,Veritas GCR,Veritas regional team,PRM related activities,Call/Chat Messaging,7/16/2021,General,Follow up with Alfred and Fiona on disti MB deal reg issue. 
HQ,0,0,0,0,N,Veritas APJ,IT team,PRM related activities,Emails,7/16/2021,General,Liaise with Veritas translation team to request translation for sales play deck
Greater China,0,0,0,0,N,Veritas GCR,Veritas regional team,PRM related activities,Call/Chat Messaging,7/16/2021,General,Liaise with Anrui agency on customer reference development package
Greater China,0,0,0,0,N,Veritas GCR,Veritas regional team,Marketing Campaigns,Call/Chat Messaging,7/19/2021,General,Follow up with Anrui agency on marketing development plan
Greater China,China,15245,Platinum,No,Y,"Beijing Com&Lan Tech. Corp., Ltd",Partner,Non Marketing,Call/Chat Messaging,7/19/2021,General,Approve issued fapiao
Greater China,Hong Kong,36527825,Gold,No,Y,Nexify Limited,Partner,PRM related activities,Emails,7/19/2021,General,Remind partner to submit Activity Request
Greater China,Macao,36521366,Gold,No,Y,VASTCOM TECHNOLOGY LTD,Partner,PRM related activities,Emails,7/19/2021,General,Remind partner to submit Activity Request
Greater China,Taiwan,25534,Platinum,No,Y,SYSTEX CORPORATION,Partner,PRM related activities,Emails,7/19/2021,General,Remind partner to submit Activity Request
Greater China,China,26547723,Gold,No,N,"Shanghai Cloudway Information Technology Co.,Ltd",Partner,PRM related activities,Call/Chat Messaging,7/19/2021,General,Remind partner to submit Activity Request
Greater China,China,36522337,Distribution Partner,No,Y,Beijing Digital China Limited,Partner,PRM related activities,Call/Chat Messaging,7/19/2021,General,Remind partner to submit Activity Request
Greater China,China,8837813,Distribution Partner,No,Y,"Changhong IT Information Product CO.,LTD.",Partner,PRM related activities,Call/Chat Messaging,7/19/2021,General,Remind partner to submit Activity Request
Greater China,China,65999,Distribution Partner,No,Y,"VSTECS (SHANGHAI) TECHNOLOGY CO., LTD",Partner,PRM related activities,Call/Chat Messaging,7/19/2021,General,Remind partner to submit Activity Request
HQ,0,0,0,0,N,Veritas APJ,Veritas regional team,VPDF Planning,Webex/MS Teams,7/19/2021,General,Sync up call with Alice on GCR marketing plan
Greater China,0,0,0,0,N,Veritas GCR,Veritas regional team,Marketing Campaigns,Emails,7/19/2021,General,Send BE brochure to Daisy and Shan Xi
Greater China,Macao,36521366,Gold,No,Y,VASTCOM TECHNOLOGY LTD,Partner,PRM related activities,Emails,7/20/2021,General,Request Activity Request supporting documents from partner
Greater China,Taiwan,25534,Platinum,No,Y,SYSTEX CORPORATION,Partner,PRM related activities,Emails,7/20/2021,General,Remind partner to submit Activity Request
Greater China,Hong Kong,36527825,Gold,No,Y,Nexify Limited,Partner,PRM related activities,Emails,7/20/2021,General,Confirm on Activity Request submission
Greater China,China,66004,Gold,No,Y,Beijing Teamsun Technology Co Ltd,Partner,Non Marketing,Emails,7/20/2021,General,Inform partner to issue fapiao
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,Non Marketing,Emails,7/20/2021,General,Inform partner to issue fapiao
Greater China,China,19536,Platinum,No,Y,Shanghai Nanyang Wanbang Software Tech. Co Ltd,Partner,Non Marketing,Emails,7/20/2021,General,Inform partner to issue fapiao
Greater China,China,3417735,Gold,No,Y,"Shanghai Linkwit InformationTechnologyCo., Ltd",Partner,Non Marketing,Emails,7/20/2021,General,Inform partner to issue fapiao
Greater China,China,36526859,Gold,No,Y,"Shenzhen Interconnect technology co., LTD",Partner,Non Marketing,Emails,7/20/2021,General,Inform partner to issue fapiao
Greater China,China,26547723,Gold,No,N,"Shanghai Cloudway Information Technology Co.,Ltd",Partner,PRM related activities,Call/Chat Messaging,7/21/2021,General,Remind partner to submit Activity Request
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,7/21/2021,General,Remind partner to submit Activity Request
Greater China,China,65999,Distribution Partner,No,Y,"VSTECS (SHANGHAI) TECHNOLOGY CO., LTD",Partner,PRM related activities,Call/Chat Messaging,7/21/2021,General,Remind partner to submit Activity Request
Greater China,China,8837813,Distribution Partner,No,Y,"Changhong IT Information Product CO.,LTD.",Partner,PRM related activities,Call/Chat Messaging,7/21/2021,General,Remind partner to submit Activity Request
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Marketing Campaigns,Call/Chat Messaging,7/21/2021,General,Liaise with Tao Juan on Alpha agency payment details
Greater China,China,36521791,Silver,No,Y,"THE JINAN CHINA CENTURY INFORMATION TECHNOLOGY CO.,LTD",Veritas Channel Ops,PRM related activities,Call/Chat Messaging,7/21/2021,General,Update partner on Claim ID 510408 status
Greater China,China,36522337,Distribution Partner,No,Y,Beijing Digital China Limited,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,7/21/2021,General,Liaise with Daisy to plan DDF remaining budget
Greater China,Taiwan,25534,Platinum,No,Y,SYSTEX CORPORATION,Veritas Channel Ops,PRM related activities,Emails,7/21/2021,General,Remind partner to submit Activity Request
Greater China,Macao,36521366,Gold,No,Y,VASTCOM TECHNOLOGY LTD,Partner,PRM related activities,Emails,7/21/2021,General,Remind partner to submit Activity Request
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Regional Reporting,Call/Chat Messaging,7/21/2021,General,Liaise with Alfred to report Email Notification issue on MB
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Regional Reporting,Call/Chat Messaging,7/21/2021,General,Send out weekly report
Greater China,Taiwan,25534,Platinum,No,Y,SYSTEX CORPORATION,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,7/22/2021,General,Remind partner to submit Activity Request
Greater China,China,36522337,Distribution Partner,No,Y,Beijing Digital China Limited,Partner,PRM related activities,Call/Chat Messaging,7/22/2021,General,Liaise with partner on FY21Q3 activity submission
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,7/22/2021,General,Liaise with GSO team to get Policy Exception approval
Greater China,China,17507699,Platinum,No,Y,Beijing uniwise technology Co.Ltd,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,7/22/2021,General,Liaise with PSM on FY21Q4 activity submission
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Webex/MS Teams,7/22/2021,General,Sync up with Catherine FML on Sales Play
Greater China,China,17507699,Platinum,No,Y,Beijing uniwise technology Co.Ltd,Partner,PRM related activities,Call/Chat Messaging,7/23/2021,General,Liaise with partner on FY21Q4 activity submission
Greater China,China,36522337,Distribution Partner,No,Y,Beijing Digital China Limited,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,7/23/2021,General,Request Activity Request supporting documents from Daisy
Greater China,China,65999,Distribution Partner,No,Y,"VSTECS (SHANGHAI) TECHNOLOGY CO., LTD",Veritas Channel Ops,PRM related activities,Call/Chat Messaging,7/23/2021,General,Request Activity Request supporting documents from Daisy
Greater China,Macao,36521366,Gold,No,Y,VASTCOM TECHNOLOGY LTD,Partner,PRM related activities,Emails,7/23/2021,General,Liaise with partner on supporting documents for FY21Q3 Activity ID 
Greater China,Hong Kong,36527825,Gold,No,Y,Nexify Limited,Partner,PRM related activities,Emails,7/23/2021,General,Liaise with partner on FY21Q3 activity submission
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Emails,7/23/2021,General,"Liaise with GSO, Security and Messaging team to find out solution, sharing assets to partner"
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,Regional Reporting,Webex/MS Teams,7/23/2021,General,Weekly sync up call with Wally and Alfred
Greater China,Taiwan,25534,Platinum,No,Y,SYSTEX CORPORATION,Partner,PRM related activities,Emails,7/26/2021,General,Liaise with partner on supporting documents for FY21Q3 Activity submission
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Emails,7/26/2021,General,Liaise with Gillian to get localization update for Customer Renewal campaign
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,7/26/2021,General,"Liaise FY21Q3 maketing plan update with Alferd, Ian Li and Xuxin"
Greater China,Hong Kong,36527825,Gold,No,Y,Nexify Limited,Partner,PRM related activities,Emails,7/26/2021,General,Confirm on Activity ID 413397 submission and approval
HQ,0,0,0,0,N,Veritas APJ,Veritas Channel Ops,Marketing Campaigns,Webex/MS Teams,7/26/2021,General,Call with Fiona and Alfred to plan marketing assets for response centre. Liaise with Varun on marketing assets.
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,PRM related activities,Call/Chat Messaging,7/26/2021,General,Clarify partner question on activity execution date. Inform partner to submit FY21Q3 activity.
Greater China,China,30807687,Platinum,No,Y,BEYONDWINET INFORMATION TECHNOLOGY,Partner,PRM related activities,Call/Chat Messaging,7/27/2021,General,Clarify partner question on claim submission process for Activity ID 413360
Greater China,China,36521791,Silver,No,Y,"THE JINAN CHINA CENTURY INFORMATION TECHNOLOGY CO.,LTD",Partner,PRM related activities,Call/Chat Messaging,7/27/2021,General,Liaise with partner on Activity ID 413622 submission
Greater China,China,65999,Distribution Partner,No,Y,"VSTECS (SHANGHAI) TECHNOLOGY CO., LTD",Partner,PRM related activities,Call/Chat Messaging,7/27/2021,General,Liaise with partner on Activity ID 412595 submission
Greater China,China,17507699,Platinum,No,Y,Beijing uniwise technology Co.Ltd,Veritas Channel Ops,PRM related activities,Call/Chat Messaging,7/27/2021,General,Liaise with partner on Activity ID 413626 and 413627 submission
Greater China,Taiwan,36531454,Registered,No,N,MKTech,Partner,Partner Engagement,Call/Chat Messaging,7/27/2021,General,Update partner on vSKO webinar gift preparation status
Greater China,Taiwan,36534571,Distribution Partner,No,Y,Dawning Technology Inc.,Partner,Partner Engagement,Call/Chat Messaging,7/27/2021,General,Update partner on vSKO webinar gift preparation status
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,VPDF Planning,Call/Chat Messaging,7/27/2021,General,"Liaise with Alpha CRC agency, Alfred, Daisy and Xuxin and FY21Q3 marketing plan"
Greater China,China,36521791,Silver,No,Y,"THE JINAN CHINA CENTURY INFORMATION TECHNOLOGY CO.,LTD",Veritas Channel Ops,PRM related activities,Call/Chat Messaging,7/28/2021,General,Liaise with Ian on Activity ID 413626 budget update
Greater China,0,0,0,0,N,Veritas GCR,Veritas Channel Ops,VPDF Planning,Call/Chat Messaging,7/28/2021,General,Liaise with Alpha CRC agency and Alfred on FY21Q3 marketing plan
Greater China,China,65999,Distribution Partner,No,Y,"VSTECS (SHANGHAI) TECHNOLOGY CO., LTD",Partner,PRM related activities,Call/Chat Messaging,7/28/2021,General,Update Activity ID 413629 submission status 
Greater China,China,19538,Gold,No,Y,Technical Associates Inc.,Partner,PRM related activities,Call/Chat Messaging,7/28/2021,General,Liaise Claim ID 510733 supporting doc submission with partner
Greater China,China,19536,Platinum,No,Y,Shanghai Nanyang Wanbang Software Tech. Co Ltd,Partner,Non Marketing,Call/Chat Messaging,7/28/2021,General,Inform partner to issue fapiao
Greater China,China,36526859,Gold,No,Y,"Shenzhen Interconnect technology co., LTD",Partner,Non Marketing,Call/Chat Messaging,7/28/2021,General,Inform partner to issue fapiao
Greater China,China,19729,Gold,No,Y,"Beijing Sinoage Technology Development Co., Ltd.",Partner,Non Marketing,Call/Chat Messaging,7/28/2021,General,Inform partner to issue fapiao
Greater China,China,19538,Gold,No,Y,Technical Associates Inc.,Partner,PRM related activities,Call/Chat Messaging,7/29/2021,General,Liaise Claim ID 510733 supporting doc submission with partner
